CollectionNumber,Species_Code,Spec_Num,Com_Name,Gear_Code,Gear_Description,FishWeight_g,Sex,DateFull,Month,TL_mm,DayOfTheYear,Age_Yrs,Age_Days,Age_FracYrs,AgeMethod,YearClass
20071030,A263,1,Sheepshead,014,HOOK & LINE,2344,2,25-Aug-07,8,508,237,,,,,
20130749,A263,7,Sheepshead,014,HOOK & LINE,2362,1,22-Jun-13,6,508,173,,,,,
20151525,A263,17,Sheepshead,014,HOOK & LINE,,1,19-Dec-15,12,508,353,,,,,
20160329,A263,9,Sheepshead,014,HOOK & LINE,,2,22-Mar-16,3,508,82,,,,,
19880080,A263,2,Sheepshead,014,HOOK & LINE,2600,2,11-Jun-88,6,509,163,,,,,
20150446,A263,35,Sheepshead,014,HOOK & LINE,2362,1,25-Apr-15,4,509,115,,,,,
19860010,A263,8,Sheepshead,022,YANKEE TRAWL-3/4 #35 BODY-L LINER-A COD-E,2200,1,14-Feb-86,2,510,45,,,,,
19870415,A263,1,Sheepshead,014,HOOK & LINE,2680,2,25-Oct-87,10,510,298,,,,,
19900078,A263,2,Sheepshead,065,SPEAR GUN,2361,1,12-Sep-90,9,510,255,,,,,
19960941,A263,10,Sheepshead,128,STOP NET - 366m x 3m x 51 mm stretch mesh,,,9-Oct-96,10,510,283,,,,,
19971159,A263,2,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,4-Dec-97,12,510,338,,,,,
19990302,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,2-Apr-99,4,510,92,,,,,
20020279,A263,4,Sheepshead,014,HOOK & LINE,,1,1-Mar-02,3,510,60,,,,,
20020476,A263,2,Sheepshead,014,HOOK & LINE,,2,2-Apr-02,4,510,92,,,,,
20041273,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,28-Oct-04,10,510,302,,,,,
20111445,A263,3,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,9-Nov-11,11,510,313,,,,,
20120855,A263,5,Sheepshead,014,HOOK & LINE,2506,1,30-Jun-12,6,510,182,,,,,
20121346,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,16-Oct-12,10,510,290,,,,,
20130486,A263,1,Sheepshead,014,HOOK & LINE,2190,2,27-Apr-13,4,510,117,,,,,
20130654,A263,5,Sheepshead,014,HOOK & LINE,2618,1,1-Jun-13,6,510,152,,,,,
20130778,A263,2,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,26-Jun-13,6,510,177,,,,,
19910426,A263,1,Sheepshead,014,HOOK & LINE,2503,2,27-Oct-91,10,511,300,,,,,
19920138,A263,13,Sheepshead,014,HOOK & LINE,2410,2,23-May-92,5,511,144,,,,,
19990916,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,24-Sep-99,9,511,267,,,,,
20030418,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,4-Apr-03,4,511,94,,,,,
20061473,A263,2,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,7-Dec-06,12,511,341,,,,,
20091500,A263,6,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,7-Dec-09,12,511,341,,,,,
20130622,A263,2,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,23-May-13,5,511,143,,,,,
20160052,A263,2,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,12-Jan-16,1,511,12,,,,,
20160610,A263,5,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,25-May-16,5,511,146,,,,,
20160632,A263,11,Sheepshead,014,HOOK & LINE,2786,1,4-Jun-16,6,511,156,,,,,
19960872,A263,2,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,18-Sep-96,9,512,262,,,,,
20031412,A263,2,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,12-Nov-03,11,512,316,,,,,
20150446,A263,11,Sheepshead,014,HOOK & LINE,2130,1,25-Apr-15,4,512,115,,,,,
20150851,A263,4,Sheepshead,014,HOOK & LINE,2665,1,8-Aug-15,8,512,220,,,,,
20160745,A263,17,Sheepshead,014,HOOK & LINE,2601,2,27-Jun-16,6,512,179,,,,,
20160869,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,1-Aug-16,8,512,214,,,,,
19970958,A263,2,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,3-Oct-97,10,513,276,,,,,
20020482,A263,6,Sheepshead,014,HOOK & LINE,2500,2,20-Apr-02,4,513,110,,,,,
20120383,A263,2,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,21-Mar-12,3,513,81,,,,,
20130726,A263,1,Sheepshead,014,HOOK & LINE,2666,1,15-Jun-13,6,513,166,,,,,
20151525,A263,31,Sheepshead,014,HOOK & LINE,,2,19-Dec-15,12,513,353,,,,,
19860010,A263,21,Sheepshead,022,YANKEE TRAWL-3/4 #35 BODY-L LINER-A COD-E,2500,1,14-Feb-86,2,514,45,,,,,
19950072,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,19-Jan-95,1,514,19,,,,,
20050366,A263,7,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,7-Apr-05,4,514,97,,,,,
20101433,A263,3,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,9-Nov-10,11,514,313,,,,,
20111513,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,16-Nov-11,11,514,320,,,,,
20160329,A263,11,Sheepshead,014,HOOK & LINE,,1,22-Mar-16,3,514,82,,,,,
20160632,A263,7,Sheepshead,014,HOOK & LINE,2816,1,4-Jun-16,6,514,156,,,,,
20160679,A263,1,Sheepshead,014,HOOK & LINE,2554,1,11-Jun-16,6,514,163,,,,,
19890056,A263,3,Sheepshead,014,HOOK & LINE,2517,1,5-Aug-89,8,515,217,,,,,
19940366,A263,4,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,26-Jul-94,7,515,207,,,,,
19960943,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,10-Oct-96,10,515,284,,,,,
19980383,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,12-May-98,5,515,132,,,,,
20020269,A263,2,Sheepshead,014,HOOK & LINE,,1,22-Feb-02,2,515,53,,,,,
20060737,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,23-Jun-06,6,515,174,,,,,
20140921,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,13-Aug-14,8,515,225,,,,,
20010550,A263,2,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,7-Jun-01,6,516,158,,,,,
20021584,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,22-Nov-02,11,516,326,,,,,
20061297,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,25-Oct-06,10,516,298,,,,,
20091355,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,4-Nov-09,11,516,308,,,,,
20101248,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,11-Oct-10,10,516,284,,,,,
20131129,A263,2,Sheepshead,014,HOOK & LINE,2832,1,14-Sep-13,9,516,257,,,,,
20140457,A263,45,Sheepshead,014,HOOK & LINE,3158,2,26-Apr-14,4,516,116,,,,,
20140527,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,13-May-14,5,516,133,,,,,
20160485,A263,31,Sheepshead,014,HOOK & LINE,2710,1,30-Apr-16,4,516,121,,,,,
19950072,A263,3,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,19-Jan-95,1,517,19,,,,,
19950762,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,26-Sep-95,9,517,269,,,,,
20001088,A263,1,Sheepshead,014,HOOK & LINE,,1,22-Sep-00,9,517,266,,,,,
20010650,A263,3,Sheepshead,014,HOOK & LINE,,1,10-Jun-01,6,517,161,,,,,
20050272,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,9-Mar-05,3,517,68,,,,,
20100648,A263,2,Sheepshead,014,HOOK & LINE,2358,1,5-Jun-10,6,517,156,,,,,
20101579,A263,2,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,6-Dec-10,12,517,340,,,,,
20140509,A263,3,Sheepshead,014,HOOK & LINE,2824,2,4-May-14,5,517,124,,,,,
20150495,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,5-May-15,5,517,125,,,,,
20160485,A263,29,Sheepshead,014,HOOK & LINE,,2,30-Apr-16,4,517,121,,,,,
19890065,A263,2,Sheepshead,014,HOOK & LINE,2494,1,9-Sep-89,9,518,252,,,,,
19900090,A263,20,Sheepshead,014,HOOK & LINE,2495,1,28-Oct-90,10,518,301,,,,,
19910336,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,2758,2,1-Aug-91,8,518,213,,,,,
19990818,A263,2,Sheepshead,014,HOOK & LINE,2399,1,28-Aug-99,8,518,240,,,,,
20120054,A263,4,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,11-Jan-12,1,518,11,,,,,
20131060,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,22-Aug-13,8,518,234,,,,,
20160052,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,12-Jan-16,1,518,12,,,,,
20160977,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,18-Aug-16,8,518,231,,,,,
19870409,A263,1,Sheepshead,014,HOOK & LINE,2851,2,17-Oct-87,10,519,290,,,,,
19940518,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,6-Oct-94,10,519,279,,,,,
20130654,A263,11,Sheepshead,014,HOOK & LINE,2628,1,1-Jun-13,6,519,152,,,,,
20140929,A263,3,Sheepshead,014,HOOK & LINE,2856,1,10-Aug-14,8,519,222,,,,,
20160128,A263,10,Sheepshead,014,HOOK & LINE,,1,31-Jan-16,1,519,31,,,,,
20160329,A263,4,Sheepshead,014,HOOK & LINE,,2,22-Mar-16,3,519,82,,,,,
20160485,A263,27,Sheepshead,014,HOOK & LINE,,1,30-Apr-16,4,519,121,,,,,
19870415,A263,9,Sheepshead,014,HOOK & LINE,3109,2,25-Oct-87,10,520,298,,,,,
19900076,A263,19,Sheepshead,014,HOOK & LINE,2968,1,8-Sep-90,9,520,251,,,,,
19900105,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,3076,2,16-Nov-90,11,520,320,,,,,
19900134,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,3076,2,16-Nov-90,11,520,320,,,,,
19951121,A263,3,Sheepshead,014,HOOK & LINE,,1,23-Dec-95,12,520,357,,,,,
19990793,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,20-Aug-99,8,520,232,,,,,
20051456,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,5-Dec-05,12,520,339,,,,,
20071054,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,27-Aug-07,8,520,239,,,,,
20130067,A263,4,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,15-Jan-13,1,520,15,,,,,
20141571,A263,1,Sheepshead,014,HOOK & LINE,,1,19-Oct-14,10,520,292,,,,,
19970583,A263,4,Sheepshead,150,MARFIN TRAMMEL NET - 150 YD - 14 & 3 IN STR MESH,,,19-Jun-97,6,521,170,,,,,
19981057,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,20-Nov-98,11,521,324,,,,,
20020482,A263,34,Sheepshead,014,HOOK & LINE,2936,2,20-Apr-02,4,521,110,,,,,
20061014,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,24-Aug-06,8,521,236,,,,,
20061310,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,26-Oct-06,10,521,299,,,,,
20130654,A263,10,Sheepshead,014,HOOK & LINE,2640,2,1-Jun-13,6,521,152,,,,,
20140457,A263,43,Sheepshead,014,HOOK & LINE,2562,2,26-Apr-14,4,521,116,,,,,
20151525,A263,48,Sheepshead,014,HOOK & LINE,,2,19-Dec-15,12,521,353,,,,,
20020482,A263,35,Sheepshead,014,HOOK & LINE,2565,1,20-Apr-02,4,522,110,,,,,
20020624,A263,2,Sheepshead,014,HOOK & LINE,,1,1-Apr-02,4,522,91,,,,,
20021644,A263,2,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,6-Dec-02,12,522,340,,,,,
20061156,A263,2,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,22-Sep-06,9,522,265,,,,,
20081364,A263,4,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,17-Nov-08,11,522,322,,,,,
20091503,A263,3,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,7-Dec-09,12,522,341,,,,,
20100944,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,10-Aug-10,8,522,222,,,,,
20101337,A263,3,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,25-Oct-10,10,522,298,,,,,
20140649,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,12-Jun-14,6,522,163,,,,,
20150791,A263,13,Sheepshead,014,HOOK & LINE,2694,1,18-Jul-15,7,522,199,,,,,
20151525,A263,34,Sheepshead,014,HOOK & LINE,,2,19-Dec-15,12,522,353,,,,,
20151525,A263,40,Sheepshead,014,HOOK & LINE,,1,19-Dec-15,12,522,353,,,,,
20160485,A263,32,Sheepshead,014,HOOK & LINE,2380,1,30-Apr-16,4,522,121,,,,,
19940366,A263,3,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,26-Jul-94,7,523,207,,,,,
19960604,A263,3,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,20-Jun-96,6,523,172,,,,,
20031412,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,12-Nov-03,11,523,316,,,,,
20130486,A263,16,Sheepshead,014,HOOK & LINE,2808,2,27-Apr-13,4,523,117,,,,,
20160485,A263,51,Sheepshead,014,HOOK & LINE,2288,2,30-Apr-16,4,523,121,,,,,
20130916,A263,10,Sheepshead,014,HOOK & LINE,,2,20-Jul-13,7,524,201,,,,,
20160049,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,12-Jan-16,1,524,12,,,,,
19850065,A263,1,Sheepshead,014,HOOK & LINE,2900,2,7-Sep-85,9,525,250,,,,,
19880101,A263,2,Sheepshead,014,HOOK & LINE,3000,1,16-Jul-88,7,525,198,,,,,
19900109,A263,1,Sheepshead,233,75' FALCON TRAWL W/OUT TED,3100,1,8-Nov-90,11,525,312,,,,,
20020229,A263,5,Sheepshead,014,HOOK & LINE,,1,15-Jan-02,1,525,15,,,,,
20020271,A263,2,Sheepshead,014,HOOK & LINE,,2,28-Feb-02,2,525,59,,,,,
20101450,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,10-Nov-10,11,525,314,,,,,
20130654,A263,8,Sheepshead,014,HOOK & LINE,2836,2,1-Jun-13,6,525,152,,,,,
20130887,A263,7,Sheepshead,014,HOOK & LINE,2442,1,20-Jul-13,7,525,201,,,,,
20130974,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,8-Aug-13,8,525,220,,,,,
20150446,A263,31,Sheepshead,014,HOOK & LINE,2732,2,25-Apr-15,4,525,115,,,,,
20150446,A263,38,Sheepshead,014,HOOK & LINE,2820,2,25-Apr-15,4,525,115,,,,,
19880137,A263,4,Sheepshead,014,HOOK & LINE,2537,2,10-Sep-88,9,526,254,,,,,
20030467,A263,22,Sheepshead,014,HOOK & LINE,2747,2,26-Apr-03,4,526,116,,,,,
20080863,A263,24,Sheepshead,014,HOOK & LINE,3195,1,12-Jul-08,7,526,194,,,,,
20091187,A263,2,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,5-Oct-09,10,526,278,,,,,
20110633,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,20-May-11,5,526,140,,,,,
20130486,A263,52,Sheepshead,014,HOOK & LINE,2614,2,27-Apr-13,4,526,117,,,,,
20140872,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,30-Jul-14,7,526,211,,,,,
19900076,A263,18,Sheepshead,014,HOOK & LINE,2933,2,8-Sep-90,9,527,251,,,,,
20051305,A263,2,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,2-Nov-05,11,527,306,,,,,
20130930,A263,3,Sheepshead,014,HOOK & LINE,2692,1,3-Aug-13,8,527,215,,,,,
20160128,A263,11,Sheepshead,014,HOOK & LINE,,1,31-Jan-16,1,527,31,,,,,
20160485,A263,26,Sheepshead,014,HOOK & LINE,,1,30-Apr-16,4,527,121,,,,,
19860155,A263,4,Sheepshead,014,HOOK & LINE,3139,1,26-Sep-86,9,528,269,,,,,
19910343,A263,9,Sheepshead,014,HOOK & LINE,2866,2,3-Aug-91,8,528,215,,,,,
19980864,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,6-Oct-98,10,528,279,,,,,
20030637,A263,17,Sheepshead,014,HOOK & LINE,2962,1,31-May-03,5,528,151,,,,,
20041208,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,14-Oct-04,10,528,288,,,,,
20080863,A263,17,Sheepshead,014,HOOK & LINE,3504,2,12-Jul-08,7,528,194,,,,,
20140457,A263,41,Sheepshead,014,HOOK & LINE,2874,2,26-Apr-14,4,528,116,,,,,
20160329,A263,3,Sheepshead,014,HOOK & LINE,,1,22-Mar-16,3,528,82,,,,,
20071602,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,28-Dec-07,12,529,362,,,,,
20121200,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,19-Sep-12,9,529,263,,,,,
19860191,A263,1,Sheepshead,002,SEMI - BALLOON OTTER TRAWL - 16' A NET,2273,9,21-Nov-86,11,530,325,,,,,
19910343,A263,1,Sheepshead,014,HOOK & LINE,2820,2,3-Aug-91,8,530,215,,,,,
19920288,A263,6,Sheepshead,014,HOOK & LINE,3032,2,12-Sep-92,9,530,256,,,,,
19990521,A263,5,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,3-Jun-99,6,530,154,,,,,
20000009,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,6-Jan-00,1,530,6,,,,,
20000478,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,17-May-00,5,530,138,,,,,
20010243,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,27-Mar-01,3,530,86,,,,,
20020616,A263,1,Sheepshead,014,HOOK & LINE,,2,25-Mar-02,3,530,84,,,,,
20030467,A263,20,Sheepshead,014,HOOK & LINE,2641,1,26-Apr-03,4,530,116,,,,,
20111652,A263,3,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,14-Dec-11,12,530,348,,,,,
20121356,A263,2,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,17-Oct-12,10,530,291,,,,,
20130749,A263,6,Sheepshead,014,HOOK & LINE,2798,2,22-Jun-13,6,530,173,,,,,
20130930,A263,12,Sheepshead,014,HOOK & LINE,3002,2,3-Aug-13,8,530,215,,,,,
20140314,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,19-Mar-14,3,530,78,,,,,
20150446,A263,6,Sheepshead,014,HOOK & LINE,2572,2,25-Apr-15,4,530,115,,,,,
20150850,A263,1,Sheepshead,233,75' FALCON TRAWL W/OUT TED,,2,6-May-15,5,530,126,,,,,
19880137,A263,26,Sheepshead,014,HOOK & LINE,2670,2,10-Sep-88,9,531,254,,,,,
19940579,A263,2,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,24-Oct-94,10,531,297,,,,,
20030467,A263,11,Sheepshead,014,HOOK & LINE,2793,1,26-Apr-03,4,531,116,,,,,
20160745,A263,2,Sheepshead,014,HOOK & LINE,3156,2,27-Jun-16,6,531,179,,,,,
19870415,A263,7,Sheepshead,014,HOOK & LINE,2846,2,25-Oct-87,10,532,298,,,,,
19890065,A263,1,Sheepshead,014,HOOK & LINE,2910,1,9-Sep-89,9,532,252,,,,,
19900076,A263,17,Sheepshead,014,HOOK & LINE,2720,1,8-Sep-90,9,532,251,,,,,
20020411,A263,2,Sheepshead,065,SPEAR GUN,,1,2-Apr-02,4,532,92,,,,,
20021241,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,10-Sep-02,9,532,253,,,,,
20060470,A263,22,Sheepshead,014,HOOK & LINE,3361,1,22-Apr-06,4,532,112,,,,,
20071358,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,9-Nov-07,11,532,313,,,,,
20121745,A263,3,Sheepshead,014,HOOK & LINE,,,5-May-12,5,532,126,,,,,
20130930,A263,5,Sheepshead,014,HOOK & LINE,2818,1,3-Aug-13,8,532,215,,,,,
20141338,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,10-Nov-14,11,532,314,,,,,
19900076,A263,23,Sheepshead,014,HOOK & LINE,2512,2,8-Sep-90,9,533,251,,,,,
20021187,A263,1,Sheepshead,011,ELECTROFISHING,,,3-Sep-02,9,533,246,,,,,
20080310,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,11-Mar-08,3,533,71,,,,,
20121203,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,19-Sep-12,9,533,263,,,,,
20130486,A263,75,Sheepshead,014,HOOK & LINE,2374,1,27-Apr-13,4,533,117,,,,,
20130975,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,8-Aug-13,8,533,220,,,,,
20151525,A263,47,Sheepshead,014,HOOK & LINE,,1,19-Dec-15,12,533,353,,,,,
20160518,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,9-May-16,5,533,130,,,,,
20041298,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,1-Nov-04,11,534,306,,,,,
20160485,A263,6,Sheepshead,014,HOOK & LINE,2416,2,30-Apr-16,4,534,121,,,,,
19850034,A263,4,Sheepshead,014,HOOK & LINE,2873,1,16-Jun-85,6,535,167,,,,,
19890056,A263,8,Sheepshead,014,HOOK & LINE,2922,1,5-Aug-89,8,535,217,,,,,
19910301,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,3010,2,11-Jul-91,7,535,192,,,,,
19960941,A263,1,Sheepshead,128,STOP NET - 366m x 3m x 51 mm stretch mesh,,,9-Oct-96,10,535,283,,,,,
19970584,A263,2,Sheepshead,150,MARFIN TRAMMEL NET - 150 YD - 14 & 3 IN STR MESH,,,19-Jun-97,6,535,170,,,,,
19970591,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,20-Jun-97,6,535,171,,,,,
20000524,A263,2,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,31-May-00,5,535,152,,,,,
20050091,A263,5,Sheepshead,014,HOOK & LINE,,2,5-Jan-05,1,535,5,,,,,
20050708,A263,2,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,10-Jun-05,6,535,161,,,,,
20050708,A263,6,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,10-Jun-05,6,535,161,,,,,
20090615,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,27-May-09,5,535,147,,,,,
20091566,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,21-Dec-09,12,535,355,,,,,
20111513,A263,3,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,16-Nov-11,11,535,320,,,,,
20140457,A263,42,Sheepshead,014,HOOK & LINE,2606,2,26-Apr-14,4,535,116,,,,,
20140791,A263,1,Sheepshead,014,HOOK & LINE,3196,2,13-Jul-14,7,535,194,,,,,
19920404,A263,1,Sheepshead,098,TRAMMEL NET - 200 YD X 8 FT - 14 & 2.5 IN STR MESH,,,12-Nov-92,11,536,317,,,,,
